Edad simple;Sexo;Periodo;Total
23 años;Mujeres;1 de julio de 2009;276.327
23 años;Mujeres;1 de abril de 2009;""
23 años;Mujeres;1 de enero de 2009;281.209
23 años;Mujeres;1 de octubre de 2008;""
23 años;Mujeres;1 de julio de 2008;285.790
23 años;Mujeres;1 de abril de 2008;""
23 años;Mujeres;1 de enero de 2008;289.313
23 años;Mujeres;1 de octubre de 2007;""
23 años;Mujeres;1 de julio de 2007;290.341
23 años;Mujeres;1 de abril de 2007;""
23 años;Mujeres;1 de enero de 2007;290.668
23 años;Mujeres;1 de octubre de 2006;""
23 años;Mujeres;1 de julio de 2006;295.130
23 años;Mujeres;1 de abril de 2006;""
23 años;Mujeres;1 de enero de 2006;300.701
23 años;Mujeres;1 de octubre de 2005;""
23 años;Mujeres;1 de julio de 2005;305.015
23 años;Mujeres;1 de abril de 2005;""
23 años;Mujeres;1 de enero de 2005;308.182
23 años;Mujeres;1 de octubre de 2004;""
23 años;Mujeres;1 de julio de 2004;312.349
23 años;Mujeres;1 de abril de 2004;""
23 años;Mujeres;1 de enero de 2004;318.328
23 años;Mujeres;1 de octubre de 2003;""
23 años;Mujeres;1 de julio de 2003;320.332
23 años;Mujeres;1 de abril de 2003;""
23 años;Mujeres;1 de enero de 2003;321.772
23 años;Mujeres;1 de octubre de 2002;""
23 años;Mujeres;1 de julio de 2002;325.676
23 años;Mujeres;1 de abril de 2002;""
23 años;Mujeres;1 de enero de 2002;329.163
23 años;Mujeres;1 de octubre de 2001;""
23 años;Mujeres;1 de julio de 2001;329.576
23 años;Mujeres;1 de abril de 2001;""
23 años;Mujeres;1 de enero de 2001;332.148
23 años;Mujeres;1 de octubre de 2000;""
23 años;Mujeres;1 de julio de 2000;337.179
23 años;Mujeres;1 de abril de 2000;""
23 años;Mujeres;1 de enero de 2000;342.338
23 años;Mujeres;1 de octubre de 1999;""
23 años;Mujeres;1 de julio de 1999;341.743
23 años;Mujeres;1 de abril de 1999;""
23 años;Mujeres;1 de enero de 1999;341.248
23 años;Mujeres;1 de octubre de 1998;""
23 años;Mujeres;1 de julio de 1998;340.243
23 años;Mujeres;1 de abril de 1998;""
23 años;Mujeres;1 de enero de 1998;339.200
23 años;Mujeres;1 de octubre de 1997;""
23 años;Mujeres;1 de julio de 1997;335.696
23 años;Mujeres;1 de abril de 1997;""
23 años;Mujeres;1 de enero de 1997;332.278
23 años;Mujeres;1 de octubre de 1996;""
23 años;Mujeres;1 de julio de 1996;332.026
23 años;Mujeres;1 de abril de 1996;""
23 años;Mujeres;1 de enero de 1996;331.828
23 años;Mujeres;1 de octubre de 1995;""
23 años;Mujeres;1 de julio de 1995;328.925
23 años;Mujeres;1 de abril de 1995;""
23 años;Mujeres;1 de enero de 1995;325.981
23 años;Mujeres;1 de octubre de 1994;""
23 años;Mujeres;1 de julio de 1994;324.349
23 años;Mujeres;1 de abril de 1994;""
23 años;Mujeres;1 de enero de 1994;322.791
23 años;Mujeres;1 de octubre de 1993;""
23 años;Mujeres;1 de julio de 1993;320.798
23 años;Mujeres;1 de abril de 1993;""
23 años;Mujeres;1 de enero de 1993;318.694
23 años;Mujeres;1 de octubre de 1992;""
23 años;Mujeres;1 de julio de 1992;317.429
23 años;Mujeres;1 de abril de 1992;""
23 años;Mujeres;1 de enero de 1992;316.108
23 años;Mujeres;1 de octubre de 1991;""
23 años;Mujeres;1 de julio de 1991;317.973
23 años;Mujeres;1 de abril de 1991;""
23 años;Mujeres;1 de enero de 1991;320.166
23 años;Mujeres;1 de octubre de 1990;""
23 años;Mujeres;1 de julio de 1990;318.156
23 años;Mujeres;1 de abril de 1990;""
23 años;Mujeres;1 de enero de 1990;316.614
23 años;Mujeres;1 de octubre de 1989;""
23 años;Mujeres;1 de julio de 1989;317.334
23 años;Mujeres;1 de abril de 1989;""
23 años;Mujeres;1 de enero de 1989;317.801
23 años;Mujeres;1 de octubre de 1988;""
23 años;Mujeres;1 de julio de 1988;321.232
23 años;Mujeres;1 de abril de 1988;""
23 años;Mujeres;1 de enero de 1988;324.891
23 años;Mujeres;1 de octubre de 1987;""
23 años;Mujeres;1 de julio de 1987;318.758
23 años;Mujeres;1 de abril de 1987;""
23 años;Mujeres;1 de enero de 1987;312.626
23 años;Mujeres;1 de octubre de 1986;""
23 años;Mujeres;1 de julio de 1986;308.556
23 años;Mujeres;1 de abril de 1986;""
23 años;Mujeres;1 de enero de 1986;304.366
23 años;Mujeres;1 de octubre de 1985;""
23 años;Mujeres;1 de julio de 1985;302.386
23 años;Mujeres;1 de abril de 1985;""
23 años;Mujeres;1 de enero de 1985;300.342
23 años;Mujeres;1 de octubre de 1984;""
23 años;Mujeres;1 de julio de 1984;303.918
23 años;Mujeres;1 de abril de 1984;""
23 años;Mujeres;1 de enero de 1984;307.537
23 años;Mujeres;1 de octubre de 1983;""
23 años;Mujeres;1 de julio de 1983;302.311
23 años;Mujeres;1 de abril de 1983;""
23 años;Mujeres;1 de enero de 1983;296.831
23 años;Mujeres;1 de octubre de 1982;""
23 años;Mujeres;1 de julio de 1982;294.507
23 años;Mujeres;1 de abril de 1982;""
23 años;Mujeres;1 de enero de 1982;292.096
23 años;Mujeres;1 de octubre de 1981;""
23 años;Mujeres;1 de julio de 1981;289.245
23 años;Mujeres;1 de abril de 1981;""
23 años;Mujeres;1 de enero de 1981;286.363
23 años;Mujeres;1 de octubre de 1980;""
23 años;Mujeres;1 de julio de 1980;277.728
23 años;Mujeres;1 de abril de 1980;""
23 años;Mujeres;1 de enero de 1980;269.116
23 años;Mujeres;1 de octubre de 1979;""
23 años;Mujeres;1 de julio de 1979;266.649
23 años;Mujeres;1 de abril de 1979;""
23 años;Mujeres;1 de enero de 1979;264.487
23 años;Mujeres;1 de octubre de 1978;""
23 años;Mujeres;1 de julio de 1978;260.802
23 años;Mujeres;1 de abril de 1978;""
23 años;Mujeres;1 de enero de 1978;257.114
23 años;Mujeres;1 de octubre de 1977;""
23 años;Mujeres;1 de julio de 1977;257.380
23 años;Mujeres;1 de abril de 1977;""
23 años;Mujeres;1 de enero de 1977;257.914
23 años;Mujeres;1 de octubre de 1976;""
23 años;Mujeres;1 de julio de 1976;260.231
23 años;Mujeres;1 de abril de 1976;""
23 años;Mujeres;1 de enero de 1976;262.509
23 años;Mujeres;1 de octubre de 1975;""
23 años;Mujeres;1 de julio de 1975;254.591
23 años;Mujeres;1 de abril de 1975;""
23 años;Mujeres;1 de enero de 1975;246.300
23 años;Mujeres;1 de octubre de 1974;""
23 años;Mujeres;1 de julio de 1974;248.050
23 años;Mujeres;1 de abril de 1974;""
23 años;Mujeres;1 de enero de 1974;249.958
23 años;Mujeres;1 de octubre de 1973;""
23 años;Mujeres;1 de julio de 1973;252.292
23 años;Mujeres;1 de abril de 1973;""
23 años;Mujeres;1 de enero de 1973;254.359
23 años;Mujeres;1 de octubre de 1972;""
23 años;Mujeres;1 de julio de 1972;262.359
23 años;Mujeres;1 de abril de 1972;""
23 años;Mujeres;1 de enero de 1972;270.163
23 años;Mujeres;1 de octubre de 1971;""
23 años;Mujeres;1 de julio de 1971;257.820
23 años;Mujeres;1 de abril de 1971;""
23 años;Mujeres;1 de enero de 1971;245.374
24 años;Total;1 de enero de 2025;545.337
24 años;Total;1 de octubre de 2024;537.934
24 años;Total;1 de julio de 2024;533.309
24 años;Total;1 de abril de 2024;527.235
24 años;Total;1 de enero de 2024;519.720
24 años;Total;1 de octubre de 2023;511.507
24 años;Total;1 de julio de 2023;502.646
24 años;Total;1 de abril de 2023;498.713
24 años;Total;1 de enero de 2023;492.950
24 años;Total;1 de octubre de 2022;487.865
24 años;Total;1 de julio de 2022;485.688
24 años;Total;1 de abril de 2022;484.582
24 años;Total;1 de enero de 2022;483.702
24 años;Total;1 de octubre de 2021;482.708
24 años;Total;1 de julio de 2021;478.725
24 años;Total;1 de abril de 2021;476.089
24 años;Total;1 de enero de 2021;476.079
24 años;Total;1 de octubre de 2020;""
24 años;Total;1 de julio de 2020;475.371
24 años;Total;1 de abril de 2020;""
24 años;Total;1 de enero de 2020;473.997
24 años;Total;1 de octubre de 2019;""
24 años;Total;1 de julio de 2019;469.781
24 años;Total;1 de abril de 2019;""
24 años;Total;1 de enero de 2019;467.308
24 años;Total;1 de octubre de 2018;""
24 años;Total;1 de julio de 2018;468.875
24 años;Total;1 de abril de 2018;""
24 años;Total;1 de enero de 2018;473.546
24 años;Total;1 de octubre de 2017;""
24 años;Total;1 de julio de 2017;475.918
24 años;Total;1 de abril de 2017;""
24 años;Total;1 de enero de 2017;481.596
24 años;Total;1 de octubre de 2016;""
24 años;Total;1 de julio de 2016;478.841
24 años;Total;1 de abril de 2016;""
24 años;Total;1 de enero de 2016;477.800
24 años;Total;1 de octubre de 2015;""
24 años;Total;1 de julio de 2015;480.600
24 años;Total;1 de abril de 2015;""
24 años;Total;1 de enero de 2015;484.860
24 años;Total;1 de octubre de 2014;""
24 años;Total;1 de julio de 2014;490.943
24 años;Total;1 de abril de 2014;""
24 años;Total;1 de enero de 2014;498.713
24 años;Total;1 de octubre de 2013;""
24 años;Total;1 de julio de 2013;507.020
24 años;Total;1 de abril de 2013;""
24 años;Total;1 de enero de 2013;517.345
24 años;Total;1 de octubre de 2012;""
24 años;Total;1 de julio de 2012;525.677
24 años;Total;1 de abril de 2012;""
24 años;Total;1 de enero de 2012;534.183
24 años;Total;1 de octubre de 2011;""
24 años;Total;1 de julio de 2011;542.990
24 años;Total;1 de abril de 2011;""
24 años;Total;1 de enero de 2011;553.069
24 años;Total;1 de octubre de 2010;""
24 años;Total;1 de julio de 2010;565.533
24 años;Total;1 de abril de 2010;""
24 años;Total;1 de enero de 2010;578.952
24 años;Total;1 de octubre de 2009;""
24 años;Total;1 de julio de 2009;592.958
24 años;Total;1 de abril de 2009;""
24 años;Total;1 de enero de 2009;606.204
24 años;Total;1 de octubre de 2008;""
24 años;Total;1 de julio de 2008;614.800
24 años;Total;1 de abril de 2008;""
24 años;Total;1 de enero de 2008;620.074
24 años;Total;1 de octubre de 2007;""
24 años;Total;1 de julio de 2007;630.679
24 años;Total;1 de abril de 2007;""
24 años;Total;1 de enero de 2007;639.089
24 años;Total;1 de octubre de 2006;""
24 años;Total;1 de julio de 2006;645.574
24 años;Total;1 de abril de 2006;""
24 años;Total;1 de enero de 2006;654.444
24 años;Total;1 de octubre de 2005;""
24 años;Total;1 de julio de 2005;666.641
24 años;Total;1 de abril de 2005;""
24 años;Total;1 de enero de 2005;674.412
24 años;Total;1 de octubre de 2004;""
24 años;Total;1 de julio de 2004;674.644
24 años;Total;1 de abril de 2004;""
24 años;Total;1 de enero de 2004;680.087
24 años;Total;1 de octubre de 2003;""
24 años;Total;1 de julio de 2003;690.138
24 años;Total;1 de abril de 2003;""
24 años;Total;1 de enero de 2003;699.219
24 años;Total;1 de octubre de 2002;""
24 años;Total;1 de julio de 2002;695.529
24 años;Total;1 de abril de 2002;""
24 años;Total;1 de enero de 2002;690.462
24 años;Total;1 de octubre de 2001;""
24 años;Total;1 de julio de 2001;694.163
24 años;Total;1 de abril de 2001;""
24 años;Total;1 de enero de 2001;703.350
24 años;Total;1 de octubre de 2000;""
24 años;Total;1 de julio de 2000;702.471
24 años;Total;1 de abril de 2000;""
24 años;Total;1 de enero de 2000;701.775
24 años;Total;1 de octubre de 1999;""
24 años;Total;1 de julio de 1999;698.705
24 años;Total;1 de abril de 1999;""
24 años;Total;1 de enero de 1999;695.575
24 años;Total;1 de octubre de 1998;""
24 años;Total;1 de julio de 1998;688.594
24 años;Total;1 de abril de 1998;""
24 años;Total;1 de enero de 1998;681.808
24 años;Total;1 de octubre de 1997;""
24 años;Total;1 de julio de 1997;681.486
24 años;Total;1 de abril de 1997;""
24 años;Total;1 de enero de 1997;681.429
24 años;Total;1 de octubre de 1996;""
24 años;Total;1 de julio de 1996;675.787
24 años;Total;1 de abril de 1996;""
24 años;Total;1 de enero de 1996;670.097
24 años;Total;1 de octubre de 1995;""
24 años;Total;1 de julio de 1995;666.144
24 años;Total;1 de abril de 1995;""
24 años;Total;1 de enero de 1995;662.208
24 años;Total;1 de octubre de 1994;""
24 años;Total;1 de julio de 1994;657.685
24 años;Total;1 de abril de 1994;""
24 años;Total;1 de enero de 1994;652.975
24 años;Total;1 de octubre de 1993;""
24 años;Total;1 de julio de 1993;650.128
24 años;Total;1 de abril de 1993;""
24 años;Total;1 de enero de 1993;647.244
24 años;Total;1 de octubre de 1992;""
24 años;Total;1 de julio de 1992;650.305
24 años;Total;1 de abril de 1992;""
24 años;Total;1 de enero de 1992;653.390
24 años;Total;1 de octubre de 1991;""
24 años;Total;1 de julio de 1991;647.026
24 años;Total;1 de abril de 1991;""
24 años;Total;1 de enero de 1991;641.625
24 años;Total;1 de octubre de 1990;""
24 años;Total;1 de julio de 1990;643.055
24 años;Total;1 de abril de 1990;""
24 años;Total;1 de enero de 1990;644.034
24 años;Total;1 de octubre de 1989;""
24 años;Total;1 de julio de 1989;650.038
24 años;Total;1 de abril de 1989;""
24 años;Total;1 de enero de 1989;656.343
24 años;Total;1 de octubre de 1988;""
24 años;Total;1 de julio de 1988;644.759
24 años;Total;1 de abril de 1988;""
24 años;Total;1 de enero de 1988;633.120
24 años;Total;1 de octubre de 1987;""
24 años;Total;1 de julio de 1987;624.208
24 años;Total;1 de abril de 1987;""
24 años;Total;1 de enero de 1987;615.175
24 años;Total;1 de octubre de 1986;""
24 años;Total;1 de julio de 1986;610.812
24 años;Total;1 de abril de 1986;""
24 años;Total;1 de enero de 1986;606.191
24 años;Total;1 de octubre de 1985;""
24 años;Total;1 de julio de 1985;608.852
24 años;Total;1 de abril de 1985;""
24 años;Total;1 de enero de 1985;610.867
24 años;Total;1 de octubre de 1984;""
24 años;Total;1 de julio de 1984;603.027
24 años;Total;1 de abril de 1984;""
24 años;Total;1 de enero de 1984;595.062
24 años;Total;1 de octubre de 1983;""
24 años;Total;1 de julio de 1983;592.778
24 años;Total;1 de abril de 1983;""
24 años;Total;1 de enero de 1983;590.554
24 años;Total;1 de octubre de 1982;""
24 años;Total;1 de julio de 1982;584.750
24 años;Total;1 de abril de 1982;""
24 años;Total;1 de enero de 1982;578.776
24 años;Total;1 de octubre de 1981;""
24 años;Total;1 de julio de 1981;559.885
24 años;Total;1 de abril de 1981;""
24 años;Total;1 de enero de 1981;541.080
24 años;Total;1 de octubre de 1980;""
24 años;Total;1 de julio de 1980;535.931
24 años;Total;1 de abril de 1980;""
24 años;Total;1 de enero de 1980;531.264
24 años;Total;1 de octubre de 1979;""
24 años;Total;1 de julio de 1979;521.930
24 años;Total;1 de abril de 1979;""
24 años;Total;1 de enero de 1979;512.599
24 años;Total;1 de octubre de 1978;""
24 años;Total;1 de julio de 1978;515.083
24 años;Total;1 de abril de 1978;""
24 años;Total;1 de enero de 1978;517.851
24 años;Total;1 de octubre de 1977;""
24 años;Total;1 de julio de 1977;522.505
24 años;Total;1 de abril de 1977;""
24 años;Total;1 de enero de 1977;527.284
24 años;Total;1 de octubre de 1976;""
24 años;Total;1 de julio de 1976;512.499
24 años;Total;1 de abril de 1976;""
24 años;Total;1 de enero de 1976;497.035
24 años;Total;1 de octubre de 1975;""
24 años;Total;1 de julio de 1975;499.542
24 años;Total;1 de abril de 1975;""
24 años;Total;1 de enero de 1975;502.409
24 años;Total;1 de octubre de 1974;""
24 años;Total;1 de julio de 1974;506.175
24 años;Total;1 de abril de 1974;""
24 años;Total;1 de enero de 1974;509.244
24 años;Total;1 de octubre de 1973;""
24 años;Total;1 de julio de 1973;525.889
24 años;Total;1 de abril de 1973;""
24 años;Total;1 de enero de 1973;542.284
24 años;Total;1 de octubre de 1972;""
24 años;Total;1 de julio de 1972;519.909
24 años;Total;1 de abril de 1972;""
24 años;Total;1 de enero de 1972;497.424
24 años;Total;1 de octubre de 1971;""
24 años;Total;1 de julio de 1971;484.975
24 años;Total;1 de abril de 1971;""
24 años;Total;1 de enero de 1971;472.223
24 años;Hombres;1 de enero de 2025;281.504
24 años;Hombres;1 de octubre de 2024;277.367
24 años;Hombres;1 de julio de 2024;274.006
24 años;Hombres;1 de abril de 2024;270.576
24 años;Hombres;1 de enero de 2024;266.212
24 años;Hombres;1 de octubre de 2023;262.055
24 años;Hombres;1 de julio de 2023;257.672
24 años;Hombres;1 de abril de 2023;255.861
24 años;Hombres;1 de enero de 2023;253.109
24 años;Hombres;1 de octubre de 2022;250.409
24 años;Hombres;1 de julio de 2022;249.252
24 años;Hombres;1 de abril de 2022;248.215
24 años;Hombres;1 de enero de 2022;247.100
24 años;Hombres;1 de octubre de 2021;246.467
24 años;Hombres;1 de julio de 2021;243.911
24 años;Hombres;1 de abril de 2021;242.205
24 años;Hombres;1 de enero de 2021;242.207
24 años;Hombres;1 de octubre de 2020;""
24 años;Hombres;1 de julio de 2020;242.156
24 años;Hombres;1 de abril de 2020;""
24 años;Hombres;1 de enero de 2020;241.628
24 años;Hombres;1 de octubre de 2019;""
24 años;Hombres;1 de julio de 2019;239.270
24 años;Hombres;1 de abril de 2019;""
24 años;Hombres;1 de enero de 2019;237.639
24 años;Hombres;1 de octubre de 2018;""
24 años;Hombres;1 de julio de 2018;238.441
24 años;Hombres;1 de abril de 2018;""
24 años;Hombres;1 de enero de 2018;240.689
24 años;Hombres;1 de octubre de 2017;""
24 años;Hombres;1 de julio de 2017;241.734
24 años;Hombres;1 de abril de 2017;""
24 años;Hombres;1 de enero de 2017;244.280
24 años;Hombres;1 de octubre de 2016;""
24 años;Hombres;1 de julio de 2016;243.062
24 años;Hombres;1 de abril de 2016;""
24 años;Hombres;1 de enero de 2016;242.513
24 años;Hombres;1 de octubre de 2015;""
24 años;Hombres;1 de julio de 2015;243.533
24 años;Hombres;1 de abril de 2015;""
24 años;Hombres;1 de enero de 2015;245.234
24 años;Hombres;1 de octubre de 2014;""
24 años;Hombres;1 de julio de 2014;248.043
24 años;Hombres;1 de abril de 2014;""
24 años;Hombres;1 de enero de 2014;251.633
24 años;Hombres;1 de octubre de 2013;""
24 años;Hombres;1 de julio de 2013;255.641
24 años;Hombres;1 de abril de 2013;""
24 años;Hombres;1 de enero de 2013;260.566
24 años;Hombres;1 de octubre de 2012;""
24 años;Hombres;1 de julio de 2012;264.952
24 años;Hombres;1 de abril de 2012;""
24 años;Hombres;1 de enero de 2012;269.419
24 años;Hombres;1 de octubre de 2011;""
24 años;Hombres;1 de julio de 2011;274.061
24 años;Hombres;1 de abril de 2011;""
24 años;Hombres;1 de enero de 2011;279.308
24 años;Hombres;1 de octubre de 2010;""
24 años;Hombres;1 de julio de 2010;286.501
24 años;Hombres;1 de abril de 2010;""
24 años;Hombres;1 de enero de 2010;294.272
24 años;Hombres;1 de octubre de 2009;""
24 años;Hombres;1 de julio de 2009;301.984
24 años;Hombres;1 de abril de 2009;""
24 años;Hombres;1 de enero de 2009;309.197
24 años;Hombres;1 de octubre de 2008;""
24 años;Hombres;1 de julio de 2008;314.416
24 años;Hombres;1 de abril de 2008;""
24 años;Hombres;1 de enero de 2008;317.191
24 años;Hombres;1 de octubre de 2007;""
24 años;Hombres;1 de julio de 2007;322.839
24 años;Hombres;1 de abril de 2007;""
24 años;Hombres;1 de enero de 2007;327.283
24 años;Hombres;1 de octubre de 2006;""
24 años;Hombres;1 de julio de 2006;331.199
24 años;Hombres;1 de abril de 2006;""
24 años;Hombres;1 de enero de 2006;336.391
24 años;Hombres;1 de octubre de 2005;""
24 años;Hombres;1 de julio de 2005;342.877
24 años;Hombres;1 de abril de 2005;""
24 años;Hombres;1 de enero de 2005;346.063
24 años;Hombres;1 de octubre de 2004;""
24 años;Hombres;1 de julio de 2004;345.453
24 años;Hombres;1 de abril de 2004;""
24 años;Hombres;1 de enero de 2004;348.326
24 años;Hombres;1 de octubre de 2003;""
24 años;Hombres;1 de julio de 2003;353.900
24 años;Hombres;1 de abril de 2003;""
24 años;Hombres;1 de enero de 2003;358.930
24 años;Hombres;1 de octubre de 2002;""
24 años;Hombres;1 de julio de 2002;357.019
24 años;Hombres;1 de abril de 2002;""
24 años;Hombres;1 de enero de 2002;354.185
24 años;Hombres;1 de octubre de 2001;""
24 años;Hombres;1 de julio de 2001;355.163
24 años;Hombres;1 de abril de 2001;""
24 años;Hombres;1 de enero de 2001;359.328
24 años;Hombres;1 de octubre de 2000;""
24 años;Hombres;1 de julio de 2000;359.146
24 años;Hombres;1 de abril de 2000;""
24 años;Hombres;1 de enero de 2000;359.047
24 años;Hombres;1 de octubre de 1999;""
24 años;Hombres;1 de julio de 1999;356.960
24 años;Hombres;1 de abril de 1999;""
24 años;Hombres;1 de enero de 1999;354.834
24 años;Hombres;1 de octubre de 1998;""
24 años;Hombres;1 de julio de 1998;351.458
24 años;Hombres;1 de abril de 1998;""
24 años;Hombres;1 de enero de 1998;348.185
24 años;Hombres;1 de octubre de 1997;""
24 años;Hombres;1 de julio de 1997;348.203
24 años;Hombres;1 de abril de 1997;""
24 años;Hombres;1 de enero de 1997;348.420
24 años;Hombres;1 de octubre de 1996;""
24 años;Hombres;1 de julio de 1996;345.622
24 años;Hombres;1 de abril de 1996;""
24 años;Hombres;1 de enero de 1996;342.845
24 años;Hombres;1 de octubre de 1995;""
24 años;Hombres;1 de julio de 1995;340.570
24 años;Hombres;1 de abril de 1995;""
24 años;Hombres;1 de enero de 1995;338.255
24 años;Hombres;1 de octubre de 1994;""
24 años;Hombres;1 de julio de 1994;335.625
24 años;Hombres;1 de abril de 1994;""
24 años;Hombres;1 de enero de 1994;332.906
24 años;Hombres;1 de octubre de 1993;""
24 años;Hombres;1 de julio de 1993;331.284
24 años;Hombres;1 de abril de 1993;""
24 años;Hombres;1 de enero de 1993;329.671
24 años;Hombres;1 de octubre de 1992;""
24 años;Hombres;1 de julio de 1992;330.865
24 años;Hombres;1 de abril de 1992;""
24 años;Hombres;1 de enero de 1992;332.085
24 años;Hombres;1 de octubre de 1991;""
24 años;Hombres;1 de julio de 1991;329.049
24 años;Hombres;1 de abril de 1991;""
24 años;Hombres;1 de enero de 1991;326.510
24 años;Hombres;1 de octubre de 1990;""
24 años;Hombres;1 de julio de 1990;326.986
24 años;Hombres;1 de abril de 1990;""
24 años;Hombres;1 de enero de 1990;327.249
24 años;Hombres;1 de octubre de 1989;""
24 años;Hombres;1 de julio de 1989;330.028
24 años;Hombres;1 de abril de 1989;""
24 años;Hombres;1 de enero de 1989;332.912
24 años;Hombres;1 de octubre de 1988;""
24 años;Hombres;1 de julio de 1988;327.481
24 años;Hombres;1 de abril de 1988;""
24 años;Hombres;1 de enero de 1988;321.987
24 años;Hombres;1 de octubre de 1987;""
24 años;Hombres;1 de julio de 1987;317.046
24 años;Hombres;1 de abril de 1987;""
24 años;Hombres;1 de enero de 1987;312.083
24 años;Hombres;1 de octubre de 1986;""
24 años;Hombres;1 de julio de 1986;309.637
24 años;Hombres;1 de abril de 1986;""
24 años;Hombres;1 de enero de 1986;306.991
24 años;Hombres;1 de octubre de 1985;""
24 años;Hombres;1 de julio de 1985;306.122
24 años;Hombres;1 de abril de 1985;""
24 años;Hombres;1 de enero de 1985;304.571
24 años;Hombres;1 de octubre de 1984;""
24 años;Hombres;1 de julio de 1984;301.724
24 años;Hombres;1 de abril de 1984;""
24 años;Hombres;1 de enero de 1984;298.997
24 años;Hombres;1 de octubre de 1983;""
24 años;Hombres;1 de julio de 1983;298.920
24 años;Hombres;1 de abril de 1983;""
24 años;Hombres;1 de enero de 1983;299.018
24 años;Hombres;1 de octubre de 1982;""
24 años;Hombres;1 de julio de 1982;295.980
24 años;Hombres;1 de abril de 1982;""
24 años;Hombres;1 de enero de 1982;292.853
24 años;Hombres;1 de octubre de 1981;""
24 años;Hombres;1 de julio de 1981;282.828
24 años;Hombres;1 de abril de 1981;""
24 años;Hombres;1 de enero de 1981;272.819
24 años;Hombres;1 de octubre de 1980;""
24 años;Hombres;1 de julio de 1980;270.467
24 años;Hombres;1 de abril de 1980;""
24 años;Hombres;1 de enero de 1980;268.280
24 años;Hombres;1 de octubre de 1979;""
24 años;Hombres;1 de julio de 1979;262.611
24 años;Hombres;1 de abril de 1979;""
24 años;Hombres;1 de enero de 1979;256.964
24 años;Hombres;1 de octubre de 1978;""
24 años;Hombres;1 de julio de 1978;259.457
24 años;Hombres;1 de abril de 1978;""
24 años;Hombres;1 de enero de 1978;261.959
24 años;Hombres;1 de octubre de 1977;""
24 años;Hombres;1 de julio de 1977;264.237
24 años;Hombres;1 de abril de 1977;""
24 años;Hombres;1 de enero de 1977;266.695
24 años;Hombres;1 de octubre de 1976;""
24 años;Hombres;1 de julio de 1976;259.472
24 años;Hombres;1 de abril de 1976;""
24 años;Hombres;1 de enero de 1976;251.922
24 años;Hombres;1 de octubre de 1975;""
24 años;Hombres;1 de julio de 1975;252.857
24 años;Hombres;1 de abril de 1975;""
24 años;Hombres;1 de enero de 1975;253.987
24 años;Hombres;1 de octubre de 1974;""
24 años;Hombres;1 de julio de 1974;255.146
24 años;Hombres;1 de abril de 1974;""
24 años;Hombres;1 de enero de 1974;255.886
24 años;Hombres;1 de octubre de 1973;""
24 años;Hombres;1 de julio de 1973;264.323
24 años;Hombres;1 de abril de 1973;""
24 años;Hombres;1 de enero de 1973;272.704
24 años;Hombres;1 de octubre de 1972;""
24 años;Hombres;1 de julio de 1972;262.570
24 años;Hombres;1 de abril de 1972;""
24 años;Hombres;1 de enero de 1972;252.424
24 años;Hombres;1 de octubre de 1971;""
24 años;Hombres;1 de julio de 1971;245.406
24 años;Hombres;1 de abril de 1971;""
24 años;Hombres;1 de enero de 1971;238.185
24 años;Mujeres;1 de enero de 2025;263.833
24 años;Mujeres;1 de octubre de 2024;260.567
24 años;Mujeres;1 de julio de 2024;259.303
24 años;Mujeres;1 de abril de 2024;256.659
24 años;Mujeres;1 de enero de 2024;253.508
24 años;Mujeres;1 de octubre de 2023;249.452
24 años;Mujeres;1 de julio de 2023;244.974
24 años;Mujeres;1 de abril de 2023;242.852
24 años;Mujeres;1 de enero de 2023;239.841
24 años;Mujeres;1 de octubre de 2022;237.456
24 años;Mujeres;1 de julio de 2022;236.436
24 años;Mujeres;1 de abril de 2022;236.367
24 años;Mujeres;1 de enero de 2022;236.602
24 años;Mujeres;1 de octubre de 2021;236.241
24 años;Mujeres;1 de julio de 2021;234.814
24 años;Mujeres;1 de abril de 2021;233.884
24 años;Mujeres;1 de enero de 2021;233.872
24 años;Mujeres;1 de octubre de 2020;""
24 años;Mujeres;1 de julio de 2020;233.215
24 años;Mujeres;1 de abril de 2020;""
24 años;Mujeres;1 de enero de 2020;232.369
24 años;Mujeres;1 de octubre de 2019;""
24 años;Mujeres;1 de julio de 2019;230.511
24 años;Mujeres;1 de abril de 2019;""
24 años;Mujeres;1 de enero de 2019;229.669
24 años;Mujeres;1 de octubre de 2018;""
24 años;Mujeres;1 de julio de 2018;230.434
24 años;Mujeres;1 de abril de 2018;""
24 años;Mujeres;1 de enero de 2018;232.857
24 años;Mujeres;1 de octubre de 2017;""
24 años;Mujeres;1 de julio de 2017;234.184
24 años;Mujeres;1 de abril de 2017;""
24 años;Mujeres;1 de enero de 2017;237.316
24 años;Mujeres;1 de octubre de 2016;""
24 años;Mujeres;1 de julio de 2016;235.779
24 años;Mujeres;1 de abril de 2016;""
24 años;Mujeres;1 de enero de 2016;235.287
24 años;Mujeres;1 de octubre de 2015;""
24 años;Mujeres;1 de julio de 2015;237.067
24 años;Mujeres;1 de abril de 2015;""
24 años;Mujeres;1 de enero de 2015;239.626
24 años;Mujeres;1 de octubre de 2014;""
24 años;Mujeres;1 de julio de 2014;242.900
24 años;Mujeres;1 de abril de 2014;""
24 años;Mujeres;1 de enero de 2014;247.080
24 años;Mujeres;1 de octubre de 2013;""
24 años;Mujeres;1 de julio de 2013;251.379
