Edad simple;Sexo;Periodo;Total
Todas las edades;Total;1 de enero de 2025;49.128.297
Todas las edades;Total;1 de octubre de 2024;48.999.880
Todas las edades;Total;1 de julio de 2024;48.821.936
Todas las edades;Total;1 de abril de 2024;48.701.130
Todas las edades;Total;1 de enero de 2024;48.619.695
Todas las edades;Total;1 de octubre de 2023;48.486.865
Todas las edades;Total;1 de julio de 2023;48.320.520
Todas las edades;Total;1 de abril de 2023;48.205.962
Todas las edades;Total;1 de enero de 2023;48.085.361
Todas las edades;Total;1 de octubre de 2022;47.940.295
Todas las edades;Total;1 de julio de 2022;47.781.354
Todas las edades;Total;1 de abril de 2022;47.609.145
Todas las edades;Total;1 de enero de 2022;47.486.727
Todas las edades;Total;1 de octubre de 2021;47.424.595
Todas las edades;Total;1 de julio de 2021;47.346.836
Todas las edades;Total;1 de abril de 2021;47.356.065
Todas las edades;Total;1 de enero de 2021;47.400.798
Todas las edades;Total;1 de octubre de 2020;""
Todas las edades;Total;1 de julio de 2020;47.344.852
Todas las edades;Total;1 de abril de 2020;""
Todas las edades;Total;1 de enero de 2020;47.318.050
Todas las edades;Total;1 de octubre de 2019;""
Todas las edades;Total;1 de julio de 2019;47.087.778
Todas las edades;Total;1 de abril de 2019;""
Todas las edades;Total;1 de enero de 2019;46.918.951
Todas las edades;Total;1 de octubre de 2018;""
Todas las edades;Total;1 de julio de 2018;46.715.383
Todas las edades;Total;1 de abril de 2018;""
Todas las edades;Total;1 de enero de 2018;46.645.070
Todas las edades;Total;1 de octubre de 2017;""
Todas las edades;Total;1 de julio de 2017;46.510.461
Todas las edades;Total;1 de abril de 2017;""
Todas las edades;Total;1 de enero de 2017;46.497.393
Todas las edades;Total;1 de octubre de 2016;""
Todas las edades;Total;1 de julio de 2016;46.427.100
Todas las edades;Total;1 de abril de 2016;""
Todas las edades;Total;1 de enero de 2016;46.418.884
Todas las edades;Total;1 de octubre de 2015;""
Todas las edades;Total;1 de julio de 2015;46.384.379
Todas las edades;Total;1 de abril de 2015;""
Todas las edades;Total;1 de enero de 2015;46.425.722
Todas las edades;Total;1 de octubre de 2014;""
Todas las edades;Total;1 de julio de 2014;46.433.050
Todas las edades;Total;1 de abril de 2014;""
Todas las edades;Total;1 de enero de 2014;46.495.744
Todas las edades;Total;1 de octubre de 2013;""
Todas las edades;Total;1 de julio de 2013;46.581.124
Todas las edades;Total;1 de abril de 2013;""
Todas las edades;Total;1 de enero de 2013;46.712.650
Todas las edades;Total;1 de octubre de 2012;""
Todas las edades;Total;1 de julio de 2012;46.749.303
Todas las edades;Total;1 de abril de 2012;""
Todas las edades;Total;1 de enero de 2012;46.818.216
Todas las edades;Total;1 de octubre de 2011;""
Todas las edades;Total;1 de julio de 2011;46.736.257
Todas las edades;Total;1 de abril de 2011;""
Todas las edades;Total;1 de enero de 2011;46.667.175
Todas las edades;Total;1 de octubre de 2010;""
Todas las edades;Total;1 de julio de 2010;46.562.483
Todas las edades;Total;1 de abril de 2010;""
Todas las edades;Total;1 de enero de 2010;46.486.621
Todas las edades;Total;1 de octubre de 2009;""
Todas las edades;Total;1 de julio de 2009;46.367.550
Todas las edades;Total;1 de abril de 2009;""
Todas las edades;Total;1 de enero de 2009;46.239.271
Todas las edades;Total;1 de octubre de 2008;""
Todas las edades;Total;1 de julio de 2008;45.983.169
Todas las edades;Total;1 de abril de 2008;""
Todas las edades;Total;1 de enero de 2008;45.668.938
Todas las edades;Total;1 de octubre de 2007;""
Todas las edades;Total;1 de julio de 2007;45.236.004
Todas las edades;Total;1 de abril de 2007;""
Todas las edades;Total;1 de enero de 2007;44.784.659
Todas las edades;Total;1 de octubre de 2006;""
Todas las edades;Total;1 de julio de 2006;44.360.521
Todas las edades;Total;1 de abril de 2006;""
Todas las edades;Total;1 de enero de 2006;44.009.969
Todas las edades;Total;1 de octubre de 2005;""
Todas las edades;Total;1 de julio de 2005;43.662.613
Todas las edades;Total;1 de abril de 2005;""
Todas las edades;Total;1 de enero de 2005;43.296.335
Todas las edades;Total;1 de octubre de 2004;""
Todas las edades;Total;1 de julio de 2004;42.859.172
Todas las edades;Total;1 de abril de 2004;""
Todas las edades;Total;1 de enero de 2004;42.547.454
Todas las edades;Total;1 de octubre de 2003;""
Todas las edades;Total;1 de julio de 2003;42.196.231
Todas las edades;Total;1 de abril de 2003;""
Todas las edades;Total;1 de enero de 2003;41.827.836
Todas las edades;Total;1 de octubre de 2002;""
Todas las edades;Total;1 de julio de 2002;41.423.520
Todas las edades;Total;1 de abril de 2002;""
Todas las edades;Total;1 de enero de 2002;41.035.271
Todas las edades;Total;1 de octubre de 2001;""
Todas las edades;Total;1 de julio de 2001;40.766.049
Todas las edades;Total;1 de abril de 2001;""
Todas las edades;Total;1 de enero de 2001;40.665.545
Todas las edades;Total;1 de octubre de 2000;""
Todas las edades;Total;1 de julio de 2000;40.554.387
Todas las edades;Total;1 de abril de 2000;""
Todas las edades;Total;1 de enero de 2000;40.470.182
Todas las edades;Total;1 de octubre de 1999;""
Todas las edades;Total;1 de julio de 1999;40.369.667
Todas las edades;Total;1 de abril de 1999;""
Todas las edades;Total;1 de enero de 1999;40.303.568
Todas las edades;Total;1 de octubre de 1998;""
Todas las edades;Total;1 de julio de 1998;40.214.066
Todas las edades;Total;1 de abril de 1998;""
Todas las edades;Total;1 de enero de 1998;40.143.449
Todas las edades;Total;1 de octubre de 1997;""
Todas las edades;Total;1 de julio de 1997;40.049.974
Todas las edades;Total;1 de abril de 1997;""
Todas las edades;Total;1 de enero de 1997;39.971.329
Todas las edades;Total;1 de octubre de 1996;""
Todas las edades;Total;1 de julio de 1996;39.884.246
Todas las edades;Total;1 de abril de 1996;""
Todas las edades;Total;1 de enero de 1996;39.808.374
Todas las edades;Total;1 de octubre de 1995;""
Todas las edades;Total;1 de julio de 1995;39.718.895
Todas las edades;Total;1 de abril de 1995;""
Todas las edades;Total;1 de enero de 1995;39.639.726
Todas las edades;Total;1 de octubre de 1994;""
Todas las edades;Total;1 de julio de 1994;39.547.353
Todas las edades;Total;1 de abril de 1994;""
Todas las edades;Total;1 de enero de 1994;39.458.489
Todas las edades;Total;1 de octubre de 1993;""
Todas las edades;Total;1 de julio de 1993;39.356.082
Todas las edades;Total;1 de abril de 1993;""
Todas las edades;Total;1 de enero de 1993;39.264.034
Todas las edades;Total;1 de octubre de 1992;""
Todas las edades;Total;1 de julio de 1992;39.147.940
Todas las edades;Total;1 de abril de 1992;""
Todas las edades;Total;1 de enero de 1992;39.051.336
Todas las edades;Total;1 de octubre de 1991;""
Todas las edades;Total;1 de julio de 1991;38.941.622
Todas las edades;Total;1 de abril de 1991;""
Todas las edades;Total;1 de enero de 1991;38.881.416
Todas las edades;Total;1 de octubre de 1990;""
Todas las edades;Total;1 de julio de 1990;38.860.827
Todas las edades;Total;1 de abril de 1990;""
Todas las edades;Total;1 de enero de 1990;38.853.227
Todas las edades;Total;1 de octubre de 1989;""
Todas las edades;Total;1 de julio de 1989;38.821.377
Todas las edades;Total;1 de abril de 1989;""
Todas las edades;Total;1 de enero de 1989;38.802.300
Todas las edades;Total;1 de octubre de 1988;""
Todas las edades;Total;1 de julio de 1988;38.764.307
Todas las edades;Total;1 de abril de 1988;""
Todas las edades;Total;1 de enero de 1988;38.731.578
Todas las edades;Total;1 de octubre de 1987;""
Todas las edades;Total;1 de julio de 1987;38.682.322
Todas las edades;Total;1 de abril de 1987;""
Todas las edades;Total;1 de enero de 1987;38.638.052
Todas las edades;Total;1 de octubre de 1986;""
Todas las edades;Total;1 de julio de 1986;38.571.941
Todas las edades;Total;1 de abril de 1986;""
Todas las edades;Total;1 de enero de 1986;38.531.195
Todas las edades;Total;1 de octubre de 1985;""
Todas las edades;Total;1 de julio de 1985;38.467.025
Todas las edades;Total;1 de abril de 1985;""
Todas las edades;Total;1 de enero de 1985;38.407.829
Todas las edades;Total;1 de octubre de 1984;""
Todas las edades;Total;1 de julio de 1984;38.325.244
Todas las edades;Total;1 de abril de 1984;""
Todas las edades;Total;1 de enero de 1984;38.252.899
Todas las edades;Total;1 de octubre de 1983;""
Todas las edades;Total;1 de julio de 1983;38.160.263
Todas las edades;Total;1 de abril de 1983;""
Todas las edades;Total;1 de enero de 1983;38.090.151
Todas las edades;Total;1 de octubre de 1982;""
Todas las edades;Total;1 de julio de 1982;37.987.108
Todas las edades;Total;1 de abril de 1982;""
Todas las edades;Total;1 de enero de 1982;37.881.873
Todas las edades;Total;1 de octubre de 1981;""
Todas las edades;Total;1 de julio de 1981;37.764.458
Todas las edades;Total;1 de abril de 1981;""
Todas las edades;Total;1 de enero de 1981;37.635.389
Todas las edades;Total;1 de octubre de 1980;""
Todas las edades;Total;1 de julio de 1980;37.493.072
Todas las edades;Total;1 de abril de 1980;""
Todas las edades;Total;1 de enero de 1980;37.346.940
Todas las edades;Total;1 de octubre de 1979;""
Todas las edades;Total;1 de julio de 1979;37.194.315
Todas las edades;Total;1 de abril de 1979;""
Todas las edades;Total;1 de enero de 1979;37.035.719
Todas las edades;Total;1 de octubre de 1978;""
Todas las edades;Total;1 de julio de 1978;36.868.100
Todas las edades;Total;1 de abril de 1978;""
Todas las edades;Total;1 de enero de 1978;36.694.077
Todas las edades;Total;1 de octubre de 1977;""
Todas las edades;Total;1 de julio de 1977;36.506.811
Todas las edades;Total;1 de abril de 1977;""
Todas las edades;Total;1 de enero de 1977;36.329.199
Todas las edades;Total;1 de octubre de 1976;""
Todas las edades;Total;1 de julio de 1976;36.127.525
Todas las edades;Total;1 de abril de 1976;""
Todas las edades;Total;1 de enero de 1976;35.946.425
Todas las edades;Total;1 de octubre de 1975;""
Todas las edades;Total;1 de julio de 1975;35.750.033
Todas las edades;Total;1 de abril de 1975;""
Todas las edades;Total;1 de enero de 1975;35.569.375
Todas las edades;Total;1 de octubre de 1974;""
Todas las edades;Total;1 de julio de 1974;35.363.890
Todas las edades;Total;1 de abril de 1974;""
Todas las edades;Total;1 de enero de 1974;35.177.294
Todas las edades;Total;1 de octubre de 1973;""
Todas las edades;Total;1 de julio de 1973;34.980.317
Todas las edades;Total;1 de abril de 1973;""
Todas las edades;Total;1 de enero de 1973;34.800.600
Todas las edades;Total;1 de octubre de 1972;""
Todas las edades;Total;1 de julio de 1972;34.595.886
Todas las edades;Total;1 de abril de 1972;""
Todas las edades;Total;1 de enero de 1972;34.408.338
Todas las edades;Total;1 de octubre de 1971;""
Todas las edades;Total;1 de julio de 1971;34.216.856
Todas las edades;Total;1 de abril de 1971;""
Todas las edades;Total;1 de enero de 1971;34.040.642
Todas las edades;Hombres;1 de enero de 2025;24.090.369
Todas las edades;Hombres;1 de octubre de 2024;24.034.961
Todas las edades;Hombres;1 de julio de 2024;23.940.312
Todas las edades;Hombres;1 de abril de 2024;23.873.843
Todas las edades;Hombres;1 de enero de 2024;23.826.871
Todas las edades;Hombres;1 de octubre de 2023;23.764.562
Todas las edades;Hombres;1 de julio de 2023;23.681.931
Todas las edades;Hombres;1 de abril de 2023;23.624.765
Todas las edades;Hombres;1 de enero de 2023;23.565.593
Todas las edades;Hombres;1 de octubre de 2022;23.498.435
Todas las edades;Hombres;1 de julio de 2022;23.421.925
Todas las edades;Hombres;1 de abril de 2022;23.343.774
Todas las edades;Hombres;1 de enero de 2022;23.288.747
Todas las edades;Hombres;1 de octubre de 2021;23.263.694
Todas las edades;Hombres;1 de julio de 2021;23.223.390
Todas las edades;Hombres;1 de abril de 2021;23.226.336
Todas las edades;Hombres;1 de enero de 2021;23.248.611
Todas las edades;Hombres;1 de octubre de 2020;""
Todas las edades;Hombres;1 de julio de 2020;23.223.018
Todas las edades;Hombres;1 de abril de 2020;""
Todas las edades;Hombres;1 de enero de 2020;23.210.668
Todas las edades;Hombres;1 de octubre de 2019;""
Todas las edades;Hombres;1 de julio de 2019;23.100.826
Todas las edades;Hombres;1 de abril de 2019;""
Todas las edades;Hombres;1 de enero de 2019;23.016.783
Todas las edades;Hombres;1 de octubre de 2018;""
Todas las edades;Hombres;1 de julio de 2018;22.920.655
Todas las edades;Hombres;1 de abril de 2018;""
Todas las edades;Hombres;1 de enero de 2018;22.889.600
Todas las edades;Hombres;1 de octubre de 2017;""
Todas las edades;Hombres;1 de julio de 2017;22.831.694
Todas las edades;Hombres;1 de abril de 2017;""
Todas las edades;Hombres;1 de enero de 2017;22.831.107
Todas las edades;Hombres;1 de octubre de 2016;""
Todas las edades;Hombres;1 de julio de 2016;22.804.652
Todas las edades;Hombres;1 de abril de 2016;""
Todas las edades;Hombres;1 de enero de 2016;22.806.445
Todas las edades;Hombres;1 de octubre de 2015;""
Todas las edades;Hombres;1 de julio de 2015;22.797.434
Todas las edades;Hombres;1 de abril de 2015;""
Todas las edades;Hombres;1 de enero de 2015;22.822.721
Todas las edades;Hombres;1 de octubre de 2014;""
Todas las edades;Hombres;1 de julio de 2014;22.835.577
Todas las edades;Hombres;1 de abril de 2014;""
Todas las edades;Hombres;1 de enero de 2014;22.874.710
Todas las edades;Hombres;1 de octubre de 2013;""
Todas las edades;Hombres;1 de julio de 2013;22.932.248
Todas las edades;Hombres;1 de abril de 2013;""
Todas las edades;Hombres;1 de enero de 2013;23.013.226
Todas las edades;Hombres;1 de octubre de 2012;""
Todas las edades;Hombres;1 de julio de 2012;23.048.930
Todas las edades;Hombres;1 de abril de 2012;""
Todas las edades;Hombres;1 de enero de 2012;23.099.009
Todas las edades;Hombres;1 de octubre de 2011;""
Todas las edades;Hombres;1 de julio de 2011;23.073.274
Todas las edades;Hombres;1 de abril de 2011;""
Todas las edades;Hombres;1 de enero de 2011;23.049.476
Todas las edades;Hombres;1 de octubre de 2010;""
Todas las edades;Hombres;1 de julio de 2010;23.008.580
Todas las edades;Hombres;1 de abril de 2010;""
Todas las edades;Hombres;1 de enero de 2010;22.982.272
Todas las edades;Hombres;1 de octubre de 2009;""
Todas las edades;Hombres;1 de julio de 2009;22.934.502
Todas las edades;Hombres;1 de abril de 2009;""
Todas las edades;Hombres;1 de enero de 2009;22.880.534
Todas las edades;Hombres;1 de octubre de 2008;""
Todas las edades;Hombres;1 de julio de 2008;22.756.864
Todas las edades;Hombres;1 de abril de 2008;""
Todas las edades;Hombres;1 de enero de 2008;22.591.484
Todas las edades;Hombres;1 de octubre de 2007;""
Todas las edades;Hombres;1 de julio de 2007;22.362.074
Todas las edades;Hombres;1 de abril de 2007;""
Todas las edades;Hombres;1 de enero de 2007;22.118.970
Todas las edades;Hombres;1 de octubre de 2006;""
Todas las edades;Hombres;1 de julio de 2006;21.900.709
Todas las edades;Hombres;1 de abril de 2006;""
Todas las edades;Hombres;1 de enero de 2006;21.719.317
Todas las edades;Hombres;1 de octubre de 2005;""
Todas las edades;Hombres;1 de julio de 2005;21.541.965
Todas las edades;Hombres;1 de abril de 2005;""
Todas las edades;Hombres;1 de enero de 2005;21.335.283
Todas las edades;Hombres;1 de octubre de 2004;""
Todas las edades;Hombres;1 de julio de 2004;21.093.052
Todas las edades;Hombres;1 de abril de 2004;""
Todas las edades;Hombres;1 de enero de 2004;20.924.581
Todas las edades;Hombres;1 de octubre de 2003;""
Todas las edades;Hombres;1 de julio de 2003;20.737.999
Todas las edades;Hombres;1 de abril de 2003;""
Todas las edades;Hombres;1 de enero de 2003;20.542.468
Todas las edades;Hombres;1 de octubre de 2002;""
Todas las edades;Hombres;1 de julio de 2002;20.326.854
Todas las edades;Hombres;1 de abril de 2002;""
Todas las edades;Hombres;1 de enero de 2002;20.115.522
Todas las edades;Hombres;1 de octubre de 2001;""
Todas las edades;Hombres;1 de julio de 2001;19.973.044
Todas las edades;Hombres;1 de abril de 2001;""
Todas las edades;Hombres;1 de enero de 2001;19.923.892
Todas las edades;Hombres;1 de octubre de 2000;""
Todas las edades;Hombres;1 de julio de 2000;19.868.636
Todas las edades;Hombres;1 de abril de 2000;""
Todas las edades;Hombres;1 de enero de 2000;19.826.339
Todas las edades;Hombres;1 de octubre de 1999;""
Todas las edades;Hombres;1 de julio de 1999;19.777.139
Todas las edades;Hombres;1 de abril de 1999;""
Todas las edades;Hombres;1 de enero de 1999;19.744.257
Todas las edades;Hombres;1 de octubre de 1998;""
Todas las edades;Hombres;1 de julio de 1998;19.699.794
Todas las edades;Hombres;1 de abril de 1998;""
Todas las edades;Hombres;1 de enero de 1998;19.664.565
Todas las edades;Hombres;1 de octubre de 1997;""
Todas las edades;Hombres;1 de julio de 1997;19.618.845
Todas las edades;Hombres;1 de abril de 1997;""
Todas las edades;Hombres;1 de enero de 1997;19.579.778
Todas las edades;Hombres;1 de octubre de 1996;""
Todas las edades;Hombres;1 de julio de 1996;19.537.708
Todas las edades;Hombres;1 de abril de 1996;""
Todas las edades;Hombres;1 de enero de 1996;19.500.458
Todas las edades;Hombres;1 de octubre de 1995;""
Todas las edades;Hombres;1 de julio de 1995;19.456.911
Todas las edades;Hombres;1 de abril de 1995;""
Todas las edades;Hombres;1 de enero de 1995;19.417.999
Todas las edades;Hombres;1 de octubre de 1994;""
Todas las edades;Hombres;1 de julio de 1994;19.372.716
Todas las edades;Hombres;1 de abril de 1994;""
Todas las edades;Hombres;1 de enero de 1994;19.328.299
Todas las edades;Hombres;1 de octubre de 1993;""
Todas las edades;Hombres;1 de julio de 1993;19.277.470
Todas las edades;Hombres;1 de abril de 1993;""
Todas las edades;Hombres;1 de enero de 1993;19.231.389
Todas las edades;Hombres;1 de octubre de 1992;""
Todas las edades;Hombres;1 de julio de 1992;19.174.451
Todas las edades;Hombres;1 de abril de 1992;""
Todas las edades;Hombres;1 de enero de 1992;19.126.029
Todas las edades;Hombres;1 de octubre de 1991;""
Todas las edades;Hombres;1 de julio de 1991;19.071.305
Todas las edades;Hombres;1 de abril de 1991;""
Todas las edades;Hombres;1 de enero de 1991;19.042.818
Todas las edades;Hombres;1 de octubre de 1990;""
Todas las edades;Hombres;1 de julio de 1990;19.038.475
Todas las edades;Hombres;1 de abril de 1990;""
Todas las edades;Hombres;1 de enero de 1990;19.039.785
Todas las edades;Hombres;1 de octubre de 1989;""
Todas las edades;Hombres;1 de julio de 1989;19.029.472
Todas las edades;Hombres;1 de abril de 1989;""
Todas las edades;Hombres;1 de enero de 1989;19.023.679
Todas las edades;Hombres;1 de octubre de 1988;""
Todas las edades;Hombres;1 de julio de 1988;19.008.691
Todas las edades;Hombres;1 de abril de 1988;""
Todas las edades;Hombres;1 de enero de 1988;18.995.710
Todas las edades;Hombres;1 de octubre de 1987;""
Todas las edades;Hombres;1 de julio de 1987;18.974.705
Todas las edades;Hombres;1 de abril de 1987;""
Todas las edades;Hombres;1 de enero de 1987;18.954.956
Todas las edades;Hombres;1 de octubre de 1986;""
Todas las edades;Hombres;1 de julio de 1986;18.925.182
Todas las edades;Hombres;1 de abril de 1986;""
Todas las edades;Hombres;1 de enero de 1986;18.906.124
Todas las edades;Hombres;1 de octubre de 1985;""
Todas las edades;Hombres;1 de julio de 1985;18.876.875
Todas las edades;Hombres;1 de abril de 1985;""
Todas las edades;Hombres;1 de enero de 1985;18.849.258
Todas las edades;Hombres;1 de octubre de 1984;""
Todas las edades;Hombres;1 de julio de 1984;18.810.578
Todas las edades;Hombres;1 de abril de 1984;""
Todas las edades;Hombres;1 de enero de 1984;18.775.089
Todas las edades;Hombres;1 de octubre de 1983;""
Todas las edades;Hombres;1 de julio de 1983;18.730.311
Todas las edades;Hombres;1 de abril de 1983;""
Todas las edades;Hombres;1 de enero de 1983;18.695.393
Todas las edades;Hombres;1 de octubre de 1982;""
Todas las edades;Hombres;1 de julio de 1982;18.644.480
Todas las edades;Hombres;1 de abril de 1982;""
Todas las edades;Hombres;1 de enero de 1982;18.591.423
Todas las edades;Hombres;1 de octubre de 1981;""
Todas las edades;Hombres;1 de julio de 1981;18.532.874
Todas las edades;Hombres;1 de abril de 1981;""
Todas las edades;Hombres;1 de enero de 1981;18.467.449
Todas las edades;Hombres;1 de octubre de 1980;""
Todas las edades;Hombres;1 de julio de 1980;18.396.289
Todas las edades;Hombres;1 de abril de 1980;""
Todas las edades;Hombres;1 de enero de 1980;18.323.513
Todas las edades;Hombres;1 de octubre de 1979;""
Todas las edades;Hombres;1 de julio de 1979;18.247.247
Todas las edades;Hombres;1 de abril de 1979;""
Todas las edades;Hombres;1 de enero de 1979;18.167.281
Todas las edades;Hombres;1 de octubre de 1978;""
Todas las edades;Hombres;1 de julio de 1978;18.082.153
Todas las edades;Hombres;1 de abril de 1978;""
Todas las edades;Hombres;1 de enero de 1978;17.993.218
Todas las edades;Hombres;1 de octubre de 1977;""
Todas las edades;Hombres;1 de julio de 1977;17.899.596
Todas las edades;Hombres;1 de abril de 1977;""
Todas las edades;Hombres;1 de enero de 1977;17.807.322
Todas las edades;Hombres;1 de octubre de 1976;""
Todas las edades;Hombres;1 de julio de 1976;17.705.447
Todas las edades;Hombres;1 de abril de 1976;""
Todas las edades;Hombres;1 de enero de 1976;17.612.561
Todas las edades;Hombres;1 de octubre de 1975;""
Todas las edades;Hombres;1 de julio de 1975;17.512.929
Todas las edades;Hombres;1 de abril de 1975;""
Todas las edades;Hombres;1 de enero de 1975;17.419.371
Todas las edades;Hombres;1 de octubre de 1974;""
Todas las edades;Hombres;1 de julio de 1974;17.314.892
Todas las edades;Hombres;1 de abril de 1974;""
Todas las edades;Hombres;1 de enero de 1974;17.220.063
Todas las edades;Hombres;1 de octubre de 1973;""
Todas las edades;Hombres;1 de julio de 1973;17.119.603
Todas las edades;Hombres;1 de abril de 1973;""
Todas las edades;Hombres;1 de enero de 1973;17.027.972
Todas las edades;Hombres;1 de octubre de 1972;""
Todas las edades;Hombres;1 de julio de 1972;16.923.533
Todas las edades;Hombres;1 de abril de 1972;""
Todas las edades;Hombres;1 de enero de 1972;16.827.942
Todas las edades;Hombres;1 de octubre de 1971;""
Todas las edades;Hombres;1 de julio de 1971;16.730.904
Todas las edades;Hombres;1 de abril de 1971;""
Todas las edades;Hombres;1 de enero de 1971;16.641.744
Todas las edades;Mujeres;1 de enero de 2025;25.037.928
Todas las edades;Mujeres;1 de octubre de 2024;24.964.919
Todas las edades;Mujeres;1 de julio de 2024;24.881.624
Todas las edades;Mujeres;1 de abril de 2024;24.827.287
Todas las edades;Mujeres;1 de enero de 2024;24.792.824
Todas las edades;Mujeres;1 de octubre de 2023;24.722.303
Todas las edades;Mujeres;1 de julio de 2023;24.638.589
Todas las edades;Mujeres;1 de abril de 2023;24.581.197
Todas las edades;Mujeres;1 de enero de 2023;24.519.768
Todas las edades;Mujeres;1 de octubre de 2022;24.441.860
Todas las edades;Mujeres;1 de julio de 2022;24.359.429
Todas las edades;Mujeres;1 de abril de 2022;24.265.371
Todas las edades;Mujeres;1 de enero de 2022;24.197.980
Todas las edades;Mujeres;1 de octubre de 2021;24.160.901
Todas las edades;Mujeres;1 de julio de 2021;24.123.446
Todas las edades;Mujeres;1 de abril de 2021;24.129.729
Todas las edades;Mujeres;1 de enero de 2021;24.152.187
Todas las edades;Mujeres;1 de octubre de 2020;""
Todas las edades;Mujeres;1 de julio de 2020;24.121.834
Todas las edades;Mujeres;1 de abril de 2020;""
Todas las edades;Mujeres;1 de enero de 2020;24.107.382
Todas las edades;Mujeres;1 de octubre de 2019;""
Todas las edades;Mujeres;1 de julio de 2019;23.986.952
Todas las edades;Mujeres;1 de abril de 2019;""
Todas las edades;Mujeres;1 de enero de 2019;23.902.168
Todas las edades;Mujeres;1 de octubre de 2018;""
Todas las edades;Mujeres;1 de julio de 2018;23.794.728
Todas las edades;Mujeres;1 de abril de 2018;""
Todas las edades;Mujeres;1 de enero de 2018;23.755.470
Todas las edades;Mujeres;1 de octubre de 2017;""
Todas las edades;Mujeres;1 de julio de 2017;23.678.767
Todas las edades;Mujeres;1 de abril de 2017;""
Todas las edades;Mujeres;1 de enero de 2017;23.666.286
Todas las edades;Mujeres;1 de octubre de 2016;""
Todas las edades;Mujeres;1 de julio de 2016;23.622.448
Todas las edades;Mujeres;1 de abril de 2016;""
Todas las edades;Mujeres;1 de enero de 2016;23.612.439
Todas las edades;Mujeres;1 de octubre de 2015;""
Todas las edades;Mujeres;1 de julio de 2015;23.586.945
Todas las edades;Mujeres;1 de abril de 2015;""
Todas las edades;Mujeres;1 de enero de 2015;23.603.001
Todas las edades;Mujeres;1 de octubre de 2014;""
Todas las edades;Mujeres;1 de julio de 2014;23.597.473
Todas las edades;Mujeres;1 de abril de 2014;""
Todas las edades;Mujeres;1 de enero de 2014;23.621.034
Todas las edades;Mujeres;1 de octubre de 2013;""
Todas las edades;Mujeres;1 de julio de 2013;23.648.876
Todas las edades;Mujeres;1 de abril de 2013;""
Todas las edades;Mujeres;1 de enero de 2013;23.699.424
Todas las edades;Mujeres;1 de octubre de 2012;""
Todas las edades;Mujeres;1 de julio de 2012;23.700.373
Todas las edades;Mujeres;1 de abril de 2012;""
Todas las edades;Mujeres;1 de enero de 2012;23.719.207
Todas las edades;Mujeres;1 de octubre de 2011;""
Todas las edades;Mujeres;1 de julio de 2011;23.662.983
Todas las edades;Mujeres;1 de abril de 2011;""
Todas las edades;Mujeres;1 de enero de 2011;23.617.698
Todas las edades;Mujeres;1 de octubre de 2010;""
Todas las edades;Mujeres;1 de julio de 2010;23.553.902
Todas las edades;Mujeres;1 de abril de 2010;""
Todas las edades;Mujeres;1 de enero de 2010;23.504.349
Todas las edades;Mujeres;1 de octubre de 2009;""
Todas las edades;Mujeres;1 de julio de 2009;23.433.048
Todas las edades;Mujeres;1 de abril de 2009;""
Todas las edades;Mujeres;1 de enero de 2009;23.358.736
Todas las edades;Mujeres;1 de octubre de 2008;""
Todas las edades;Mujeres;1 de julio de 2008;23.226.305
Todas las edades;Mujeres;1 de abril de 2008;""
Todas las edades;Mujeres;1 de enero de 2008;23.077.454
Todas las edades;Mujeres;1 de octubre de 2007;""
Todas las edades;Mujeres;1 de julio de 2007;22.873.931
Todas las edades;Mujeres;1 de abril de 2007;""
Todas las edades;Mujeres;1 de enero de 2007;22.665.689
Todas las edades;Mujeres;1 de octubre de 2006;""
Todas las edades;Mujeres;1 de julio de 2006;22.459.813
Todas las edades;Mujeres;1 de abril de 2006;""
Todas las edades;Mujeres;1 de enero de 2006;22.290.652
Todas las edades;Mujeres;1 de octubre de 2005;""
Todas las edades;Mujeres;1 de julio de 2005;22.120.648
Todas las edades;Mujeres;1 de abril de 2005;""
Todas las edades;Mujeres;1 de enero de 2005;21.961.052
Todas las edades;Mujeres;1 de octubre de 2004;""
Todas las edades;Mujeres;1 de julio de 2004;21.766.121
Todas las edades;Mujeres;1 de abril de 2004;""
Todas las edades;Mujeres;1 de enero de 2004;21.622.873
Todas las edades;Mujeres;1 de octubre de 2003;""
Todas las edades;Mujeres;1 de julio de 2003;21.458.232
Todas las edades;Mujeres;1 de abril de 2003;""
Todas las edades;Mujeres;1 de enero de 2003;21.285.368
Todas las edades;Mujeres;1 de octubre de 2002;""
Todas las edades;Mujeres;1 de julio de 2002;21.096.666
Todas las edades;Mujeres;1 de abril de 2002;""
Todas las edades;Mujeres;1 de enero de 2002;20.919.749
Todas las edades;Mujeres;1 de octubre de 2001;""
Todas las edades;Mujeres;1 de julio de 2001;20.793.005
Todas las edades;Mujeres;1 de abril de 2001;""
Todas las edades;Mujeres;1 de enero de 2001;20.741.653
Todas las edades;Mujeres;1 de octubre de 2000;""
Todas las edades;Mujeres;1 de julio de 2000;20.685.751
Todas las edades;Mujeres;1 de abril de 2000;""
Todas las edades;Mujeres;1 de enero de 2000;20.643.843
Todas las edades;Mujeres;1 de octubre de 1999;""
Todas las edades;Mujeres;1 de julio de 1999;20.592.527
Todas las edades;Mujeres;1 de abril de 1999;""
Todas las edades;Mujeres;1 de enero de 1999;20.559.311
Todas las edades;Mujeres;1 de octubre de 1998;""
Todas las edades;Mujeres;1 de julio de 1998;20.514.272
